Код ELKO;Категория;Подкатегория;Производитель;Заводской код;Название и описание продукта;Дополнительная информация;Цена RUR;В наличии MOS;В наличии SPB;Гарантия;Страница ELKO;Рейтинг PG
1148661;Комплектующие;Видеокарты;GIGABYTE;GV-N760WF3-4GD;Видеокарта PCIE16 GTX760 4Гб GDDR5 GV-N760WF3-4GD;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-6008 MHz/ GPU clock-980 MHz/ GPU boost clock-1033 MHz/ Max resolution-2048x1536/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-47 cm,Shipping Box Depth-49 cm,Shipping Box Height-42.5 cm,Shipping Box Weight-17.2 kg/ Unit Brutto Volume-0.009788 cubm/ Unit Net Weight-1 kg/ Unit Gross Weight-1.72 kg/ Parameter Level-3;15991.77;> 40;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148661;11
1148598;Комплектующие;Видеокарты;MSI;R9270GAMING2G;Видеокарта PCIE16 R9 270 2Гб GDDR5 R9 270 GAMING 2G;Chipset-AMD Radeon R9 270/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-5600 MHz/ GPU clock-900 MHz/ GPU boost clock-975 MHz/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-55 cm,Shipping Box Height-37.5 cm,Shipping Box Weight-12.7 kg/ Unit Brutto Volume-0.009075 cubm/ Unit Net Weight-0.9 kg/ Unit Gross Weight-1.27 kg/ Parameter Level-3;9833.45;> 100;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148598;11
1148435;Комплектующие;Видеокарты;ASUS;R9270X-DC2T-2GD5;Видеокарта PCIE16 R9 270X 2Гб GDDR5 R9270X-DC2T-2GD5;"Chipset-AMD Radeon R9 270X/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-5600 MHz/ GPU clock-1050 MHz/ GPU boost clock-1120 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Included Accessories-1 x DVI to D-Sub adaptor,
1 x CrossFire cable./ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-25.5 cm,Shipping Box Depth-47.5 cm,Shipping Box Height-44 cm,Shipping Box Weight-7.6 kg/ Unit Brutto Volume-0.01066 cubm/ Unit Net Weight-1.364 kg/ Unit Gross Weight-1.52 kg/ Parameter Level-3";11588.24;> 10;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148435;11
1148252;Комплектующие;Видеокарты;MSI;R9270XGAMING2G;Видеокарта PCIE16 R9 270X 2Гб GDDR5 R9 270X GAMING 2G;Chipset-AMD Radeon R9 270X/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-5600 MHz/ GPU clock-1030 MHz/ GPU boost clock-1080 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-54 cm,Shipping Box Depth-37 cm,Shipping Box Height-44 cm,Shipping Box Weight-14.75 kg/ Unit Brutto Volume-0.008791 cubm/ Unit Net Weight-0.757 kg/ Unit Gross Weight-1.48 kg/ Parameter Level-3;11224.04;> 100;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148252;11
1148204;Комплектующие;Видеокарты;ASUS;R7240-2GD3-L;Видеокарта PCIE16 R7 240 2Гб GDDR3 R7240-2GD3-L;Chipset-AMD Radeon R7 240/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics memory type-GDDR3/ Memory clock-1800 MHz/ GPU clock-730 MHz/ Max resolution-1920x1200/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-34.5 cm,Shipping Box Depth-53.5 cm,Shipping Box Height-26 cm,Shipping Box Weight-8.8 kg/ Unit Brutto Volume-0.002399 cubm/ Unit Net Weight-0.39 kg/ Unit Gross Weight-0.44 kg/ Parameter Level-3;3741.34;> 10;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148204;11
1148167;Комплектующие;Видеокарты;SAPPHIRE;11215-00-20G;Видеокарта PCIE16 R7 250 1Гб GDDR5 11215-00-20G SMALL;Chipset-AMD Radeon R7 250/ Graphics memory size-1024 MB/ Memory bus-128 bit/ Graphics memory type-GDDR5/ Memory clock-4600 MHz/ GPU clock-1000 MHz/ GPU boost clock-1050 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-48.3 cm,Shipping Box Depth-62.2 cm,Shipping Box Height-19.1 cm,Shipping Box Weight-10.765 kg/ Unit Brutto Volume-0.002869 cubm/ Unit Net Weight-0.275 kg/ Unit Gross Weight-0.538 kg/ Parameter Level-3;4933.28;> 10;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1148167;11
1148168;Комплектующие;Видеокарты;SAPPHIRE;11216-01-20G;Видеокарта PCIE16 R7 240 1Гб GDDR5 11216-01-20G SMALL;Chipset-AMD Radeon R7 240/ Graphics memory size-1024 MB/ Memory bus-128 bit/ Graphics memory type-GDDR5/ Memory clock-4600 MHz/ GPU clock-730 MHz/ GPU boost clock-780 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-16.5 cm,Shipping Box Depth-23.5 cm,Shipping Box Height-6 cm,Shipping Box Weight-0.35 kg/ Unit Brutto Volume-0.002327 cubm/ Unit Net Weight-0.208 kg/ Unit Gross Weight-0.35 kg/ Parameter Level-3;3840.67;звонить;1;24 месяца;https://ecom.elko.ru/Catalog/Product/1148168;11
1148169;Комплектующие;Видеокарты;SAPPHIRE;11217-00-40G;Видеокарта PCIE16 R9 270X 2Гб GDDR5 VAPX OC 11217-00-40G;Chipset-AMD Radeon R9 270X/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-1450 MHz/ GPU clock-1050 MHz/ GPU boost clock-1100 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-25 cm,Shipping Box Depth-37.5 cm,Shipping Box Height-10 cm,Shipping Box Weight-1.6 kg/ Unit Brutto Volume-0.009375 cubm/ Unit Net Weight-0.79 kg/ Unit Gross Weight-1.6 kg/ Parameter Level-3;12283.53;1;1;24 месяца;https://ecom.elko.ru/Catalog/Product/1148169;11
1148113;Комплектующие;Видеокарты;SAPPHIRE;11215-01-20G;Видеокарта PCIE16 R7 250 2Гб GDDR3 11215-01-20G SMALL;Chipset-AMD Radeon R7 250/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics memory type-GDDR3/ Memory clock-1800 MHz/ GPU clock-1000 MHz/ GPU boost clock-1050 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-49 cm,Shipping Box Depth-62.5 cm,Shipping Box Height-19.5 cm,Shipping Box Weight-10 kg/ Unit Brutto Volume-0.002986 cubm/ Unit Net Weight-0.245 kg/ Unit Gross Weight-0.5 kg/ Parameter Level-3;4800.85;звонить;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1148113;11
1148115;Комплектующие;Видеокарты;SAPPHIRE;11216-00-20G;Видеокарта PCIE16 R7 240 2Гб GDDR3 11216-00-20G SMALL;Chipset-AMD Radeon R7 240/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics memory type-GDDR3/ Memory clock-1800 MHz/ GPU clock-730 MHz/ GPU boost clock-780 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-16.5 cm,Shipping Box Depth-23.5 cm,Shipping Box Height-6 cm,Shipping Box Weight-0.35 kg/ Unit Brutto Volume-0.002327 cubm/ Unit Net Weight-0.172 kg/ Unit Gross Weight-0.35 kg/ Parameter Level-3;3741.34;4;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1148115;11
1148119;Комплектующие;Видеокарты;SAPPHIRE;11217-01-20G;Видеокарта PCIE16 R9 270X 2Гб GDDR5 D-X OC 11217-01-20G S;Chipset-AMD Radeon R9 270X/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-5600 MHz/ GPU clock-1020 MHz/ GPU boost clock-1070 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-65 cm,Shipping Box Height-19 cm,Shipping Box Weight-11.26 kg/ Unit Brutto Volume-0.005434 cubm/ Unit Net Weight-0.569 kg/ Unit Gross Weight-1.13 kg/ Parameter Level-3;10959.17;4;3;24 месяца;https://ecom.elko.ru/Catalog/Product/1148119;11
1148001;Комплектующие;Видеокарты;MSI;R72402GD3LP;Видеокарта PCIE16 R7 240 2Гб GDDR3 R7 240 2GD3 LP;Chipset-AMD Radeon R7 240/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics memory type-GDDR3/ Memory clock-1800 MHz/ GPU clock-730 MHz/ GPU boost clock-780 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-36.5 cm,Shipping Box Depth-56 cm,Shipping Box Height-26 cm,Shipping Box Weight-9.6 kg/ Unit Brutto Volume-0.002657 cubm/ Unit Net Weight-0.194 kg/ Unit Gross Weight-0.48 kg/ Parameter Level-3;3774.45;> 100;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1148001;11
1143695;Комплектующие;Видеокарты;MSI;N760TF2GD5/OC;Видеокарта PCIE16 GTX760 2Гб GDDR5 N760 TF 2GD5/OC;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-6008 MHz/ GPU clock-1085 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-54 cm,Shipping Box Depth-37 cm,Shipping Box Height-43 cm,Shipping Box Weight-14.55 kg/ Unit Brutto Volume-0.008591 cubm/ Unit Net Weight-1.1 kg/ Unit Gross Weight-1.46 kg/ Parameter Level-3;13343.03;> 40;10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1143695;11
1144046;Комплектующие;Видеокарты;PALIT;NE5X76001042-1042F;Видеокарта PCIE16 GTX760 2Гб GDDR5 256B NE5X76001042-1042F;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-3004 MHz/ GPU clock-980 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Included Accessories-Manual, CD Driver, Power Cable, DVI-CRT Adapter/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-42 cm,Shipping Box Depth-66 cm,Shipping Box Height-40 cm,Shipping Box Weight-12.6 kg/ Unit Brutto Volume-0.01109 cubm/ Unit Net Weight-1.12 kg/ Unit Gross Weight-1.26 kg/ Parameter Level-3;12283.53;> 100;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1144046;11
1144047;Комплектующие;Видеокарты;PALIT;NE5X760H1042-1042J;Видеокарта PCIE16 GTX760 2Гб GDDR5 JETSTREAM NE5X760H1042;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-3100 MHz/ GPU clock-1072 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-2,HDMI-1,DisplayPort-1/ Included Accessories-Manual, CD Driver, Power Cable, HDMI-DVI Adapter, DVI-CRT Adapter./ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-42 cm,Shipping Box Depth-52 cm,Shipping Box Height-29 cm,Shipping Box Weight-8 kg/ Unit Brutto Volume-0.01267 cubm/ Unit Net Weight-1.436 kg/ Unit Gross Weight-1.6 kg/ Parameter Level-3;13409.24;> 100;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1144047;11
1144236;Комплектующие;Видеокарты;GIGABYTE;GV-N760OC-2GDV2.0;Видеокарта PCIE16 GTX760 2Гб GDDR5 GV-N760OC-2GD V2.0;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-6008 MHz/ GPU clock-1085 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Heatpipe/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-49 cm,Shipping Box Depth-48 cm,Shipping Box Height-43 cm,Shipping Box Weight-14.9 kg/ Unit Brutto Volume-0.01011 cubm/ Unit Net Weight-1.2 kg/ Unit Gross Weight-1.49 kg/ Parameter Level-3;13839.67;> 100;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1144236;11
1144346;Комплектующие;Видеокарты;MSI;N760-2GD5/OC;Видеокарта PCIE16 GTX760 2Гб GDDR5 N760-2GD5/OC;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-6008 MHz/ GPU clock-1006 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-43.5 cm,Shipping Box Depth-54 cm,Shipping Box Height-37 cm,Shipping Box Weight-11.75 kg/ Unit Brutto Volume-0.008691 cubm/ Unit Net Weight-0.88 kg/ Unit Gross Weight-1.18 kg/ Parameter Level-3;12647.73;> 100;9;36 месяцев;https://ecom.elko.ru/Catalog/Product/1144346;11
1144574;Комплектующие;Видеокарты;ASUS;GTX760-DC2OC-2GD5;Видеокарта PCIE16 GTX760 2Гб GDDR5 GTX760-DC2OC-2GD5;Chipset-NVIDIA GeForce GTX 760/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics memory type-GDDR5/ Memory clock-6008 MHz/ GPU clock-1006 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Included Accessories-1 x Power cable/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-32 cm,Shipping Box Depth-58 cm,Shipping Box Height-24.5 cm,Shipping Box Weight-10.3 kg/ Unit Brutto Volume-0.004547 cubm/ Unit Net Weight-0.87 kg/ Unit Gross Weight-1.03 kg/ Parameter Level-3;13376.13;> 40;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1144574;11
1141379;Комплектующие;Видеокарты;GIGABYTE;N210D3-1GIV5.0;Видеокарта PCIE16 210 1Гб GDDR3 GV-N210D3-1GI V5.0;Chipset-NVIDIA GeForce 210/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-520 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-44.5 cm,Shipping Box Depth-47 cm,Shipping Box Height-34 cm,Shipping Box Weight-11.83 kg/ Unit Brutto Volume-0.003556 cubm/ Unit Net Weight-0.25 kg/ Unit Gross Weight-0.592 kg/ Parameter Level-3;1979.27;3;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1141379;11
1122878;Комплектующие;Видеокарты;SAPPHIRE;11166-32-20G;Видеокарта PCIE16 HD5450 1Гб GDDR3 11166-32-20G SML;Chipset-ATI Radeon HD5450/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock- 500 MHz/ GPU clock-650 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-16.5 cm,Shipping Box Depth-23.5 cm,Shipping Box Height-4.5 cm,Shipping Box Weight-0.341 kg/ Unit Brutto Volume-0.001745 cubm/ Unit Net Weight-0.185 kg/ Unit Gross Weight-0.341 kg/ Parameter Level-3;1965.36;> 10;6;24 месяца;https://ecom.elko.ru/Catalog/Product/1122878;11
1127410;Комплектующие;Видеокарты;GIGABYTE;GV-N210SL-1GI;Видеокарта PCIE16 210 1Гб GDDR3 64B GV-N210SL-1GI;Chipset-NVIDIA GeForce 210/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-520 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-40/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-47 cm,Shipping Box Height-34 cm,Shipping Box Weight-13.07 kg/ Unit Brutto Volume-0.001758 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.327 kg/ Parameter Level-3;1944.18;> 100;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1127410;11
1133404;Комплектующие;Видеокарты;ASUS;210-SL-TC1GD3-L;Видеокарта PCIE16 210 1Гб GDDR3 210-SL-TC1GD3-L;Chipset-NVIDIA GeForce 210/ Graphics memory size-1024 MB/ Memory bus-32 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-589 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-35 cm,Shipping Box Depth-55 cm,Shipping Box Height-25 cm,Shipping Box Weight-11 kg/ Unit Brutto Volume-0.002406 cubm/ Unit Net Weight-0.49 kg/ Unit Gross Weight-0.55 kg/ Parameter Level-3;1740.88;звонить;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1133404;11
1135570;Комплектующие;Видеокарты;MSI;N650-1GD5/OCV1;Видеокарта PCIE16 GTX650 1Гб GDDR5 N650-1GD5/OCV1;Chipset-NVIDIA GeForce GTX 650/ Graphics memory size-1024 MB/ Memory bus-128 bit/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1071 MHz/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-48 cm,Shipping Box Depth-34 cm,Shipping Box Height-36.5 cm,Shipping Box Weight-7.85 kg/ Unit Brutto Volume-0.005957 cubm/ Unit Net Weight-0.55 kg/ Unit Gross Weight-0.785 kg/ Parameter Level-3;5761.01;> 100;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1135570;11
1134830;Комплектующие;Видеокарты;GIGABYTE;GV-N610D3-2GI;Видеокарта PCIE16 GT610 2Гб GDDR3 GV-N610D3-2GI;Chipset-NVIDIA GeForce GT 610/ Graphics memory size-2048 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1333 MHz/ GPU clock-810 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-40/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-47 cm,Shipping Box Height-34 cm,Shipping Box Weight-12.7 kg/ Unit Brutto Volume-0.001758 cubm/ Unit Net Weight-0.28 kg/ Unit Gross Weight-0.318 kg/ Parameter Level-3;2702.38;> 40;10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1134830;11
1130147;Комплектующие;Видеокарты;ASUS;EN210SIL/DI/1GD3/V2(LP);Видеокарта PCIE16 210 1Гб GDDR3 EN210 SIL/DI/1GD3/V2(LP);Chipset-NVIDIA GeForce 210/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-589 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-35 cm,Shipping Box Depth-54.5 cm,Shipping Box Height-26 cm,Shipping Box Weight-11.2 kg/ Unit Brutto Volume-0.002363 cubm/ Unit Net Weight-0.52 kg/ Unit Gross Weight-0.565 kg/ Parameter Level-3;1895.18;> 40;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1130147;11
1130183;Комплектующие;Видеокарты;ASUS;EAH5450SILENT/DI/1GD3(LP;Видеокарта PCIE16 HD5450 1Гб GDDR3 EAH5450 SIL/DI/1GD3(LP);Chipset-ATI Radeon HD5450/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock- 900 MHz/ GPU clock-650 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-54.5 cm,Shipping Box Depth-35 cm,Shipping Box Height-26.2 cm,Shipping Box Weight-9.1 kg/ Unit Brutto Volume-0.002387 cubm/ Unit Net Weight-0.41 kg/ Unit Gross Weight-0.455 kg/ Parameter Level-3;1930.27;звонить;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1130183;11
1131902;Комплектующие;Видеокарты;GIGABYTE;GV-N610SL-1GI;Видеокарта PCIE16 GT610 1Гб GDDR3 GV-N610SL-1GI;Chipset-NVIDIA GeForce GT 610/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-810 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-54 cm,Shipping Box Height-33 cm,Shipping Box Weight-12.9 kg/ Unit Brutto Volume-0.00392 cubm/ Unit Net Weight-0.487 kg/ Unit Gross Weight-0.645 kg/ Parameter Level-3;2358.70;> 100;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1131902;11
1131903;Комплектующие;Видеокарты;GIGABYTE;GV-R545-1GI;Видеокарта PCIE16 HD5450 1Гб GDDR3 GV-R545-1GI;Chipset-ATI Radeon HD5450/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1100 MHz/ GPU clock-650 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-40/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-47 cm,Shipping Box Height-34 cm,Shipping Box Weight-11.3 kg/ Unit Brutto Volume-0.001758 cubm/ Unit Net Weight-0.21 kg/ Unit Gross Weight-0.283 kg/ Parameter Level-3;1965.36;3;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1131903;11
1131826;Комплектующие;Видеокарты;ASUS;210-1GD3-L;Видеокарта PCIE16 210 1Гб GDDR3 210-1GD3-L;Chipset-NVIDIA GeForce 210/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-589 MHz/ Max resolution-2560x1600/ Cooling system-Active/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-35 cm,Shipping Box Depth-53 cm,Shipping Box Height-25 cm,Shipping Box Weight-9.1 kg/ Unit Brutto Volume-0.002319 cubm/ Unit Net Weight-0.41 kg/ Unit Gross Weight-0.455 kg/ Parameter Level-3;2000.46;1;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1131826;11
1131834;Комплектующие;Видеокарты;ASUS;GT610-SL-2GD3-L;Видеокарта PCIE16 GT610 2Гб GDDR3 GT610-SL-2GD3-L;Chipset-NVIDIA GeForce GT 610/ Graphics memory size-2048 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-810 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-54 cm,Shipping Box Depth-34.5 cm,Shipping Box Height-26 cm,Shipping Box Weight-11.4 kg/ Unit Brutto Volume-0.002422 cubm/ Unit Net Weight-0.515 kg/ Unit Gross Weight-0.57 kg/ Parameter Level-3;2807.66;> 100;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1131834;11
1132012;Комплектующие;Видеокарты;ASUS;GT610-1GD3-L;Видеокарта PCIE16 GT610 1Гб GDDR3 GT610-1GD3-L;Chipset-NVIDIA GeForce GT 610/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics memory type-GDDR3/ Memory clock-1200 MHz/ GPU clock-810 MHz/ Max resolution-2560x1600/ Cooling system-Active/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-26 cm,Shipping Box Depth-54 cm,Shipping Box Height-34 cm,Shipping Box Weight-9 kg/ Unit Brutto Volume-0.002387 cubm/ Unit Net Weight-0.405 kg/ Unit Gross Weight-0.45 kg/ Parameter Level-3;2505.71;звонить;8;36 месяцев;https://ecom.elko.ru/Catalog/Product/1132012;11
