Код ELKO;Категория;Подкатегория;Производитель;Заводской код;Название и описание продукта;Дополнительная информация;Цена RUR;В наличии MOS;В наличии SPB;Гарантия;Страница ELKO;Рейтинг PG
1103210;Серверное оборудование;Дисковые контроллеры;INTEL;AXXRSBBU7903148;SERVER ACC RAID BATTERY SMART AXXRSBBU7 903148 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-26.5 cm,Shipping Box Depth-40 cm,Shipping Box Height-31 cm,Shipping Box Weight-2.7 kg/ Unit Brutto Volume-0.006572 cubm/ Unit Net Weight-0.4 kg/ Unit Gross Weight-0.54 kg/ Parameter Level-3;11190.93;2;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1103210;99
1103057;Серверное оборудование;Дисковые контроллеры;INTEL;RS2BL080903493;SERVER RAID SAS CONTROLLER RS2BL080 903493 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-24.5 cm,Shipping Box Weight-2.644 kg/ Unit Brutto Volume-0.002313 cubm/ Unit Net Weight-0.4 kg/ Unit Gross Weight-0.529 kg/ Parameter Level-3;32976.82;> 10;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1103057;99
1101985;Серверное оборудование;Дисковые контроллеры;LSI LOGIC;LSI00202;SERVER ACC RAID SAS/SATA PCIE 9260-8I 512MB LSI00202 KIT LSI;"Interface:SATA-Yes,SAS-Yes/ Included Accessories-1 -
meter Mini-SAS
to (4) SATA
cables, QIG, LP
bracket, Driver &
Documentation
CD/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-22 cm,Shipping Box Depth-35 cm,Shipping Box Height-30.5 cm,Shipping Box Weight-3.2 kg/ Unit Brutto Volume-0.004697 cubm/ Unit Net Weight-0.64 kg/ Unit Gross Weight-0.64 kg/ Parameter Level-3";35360.69;> 10;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1101985;99
1127177;Серверное оборудование;Дисковые контроллеры;INTEL;RKSAS4916349;SERVER ACC UPGRADE KEY /RAID /C600 4P RKSAS4 916349 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-14.5 cm,Shipping Box Depth-15.5 cm,Shipping Box Height-8.5 cm,Shipping Box Weight-0.26 kg/ Unit Brutto Volume-0.0003821 cubm/ Unit Net Weight-0.04 kg/ Unit Gross Weight-0.052 kg/ Parameter Level-3;3114.92;> 10;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1127177;99
1127179;Серверное оборудование;Дисковые контроллеры;INTEL;RKSATA8R5916348;SERVER ACC UPGRADE KEY /RAID /LSI 8P RKSATA8R5 916348 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-14.3 cm,Shipping Box Depth-15.5 cm,Shipping Box Height-8.5 cm,Shipping Box Weight-0.3 kg/ Unit Brutto Volume-0.0003768 cubm/ Unit Net Weight-0.05 kg/ Unit Gross Weight-0.06 kg/ Parameter Level-3;6224.54;7;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1127179;99
1130040;Серверное оборудование;Дисковые контроллеры;LSI LOGIC;LSI00305;RAID CARD SAS/SATA PCIE 9266-4I 1GB LSI00305 SGL LSI;Interface:SATA-Yes,SAS-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-17 cm,Shipping Box Depth-24 cm,Shipping Box Height-30 cm,Shipping Box Weight-4.3 kg/ Unit Brutto Volume-0.002448 cubm/ Unit Net Weight-0.4 kg/ Unit Gross Weight-0.86 kg/ Parameter Level-3;26619.84;3;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1130040;99
1130707;Серверное оборудование;Дисковые контроллеры;INTEL;RKSATA4R5916346;SERVER ACC UPGRADE KEY /RAID C600 4P RKSATA4R5 916346 INTEL;Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-7 cm,Shipping Box Depth-14 cm,Shipping Box Height-2.5 cm,Shipping Box Weight-0.047 kg/ Unit Brutto Volume-0.000245 cubm/ Unit Net Weight-0.04 kg/ Unit Gross Weight-0.047 kg/ Parameter Level-3;5131.94;звонить;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1130707;99
1130723;Серверное оборудование;Дисковые контроллеры;INTEL;RKSAS4R5916350;SERVER ACC UPGRADE KEY /RAID C600 4P RKSAS4R5 916350 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-14.5 cm,Shipping Box Depth-15.5 cm,Shipping Box Height-9 cm,Shipping Box Weight-0.32 kg/ Unit Brutto Volume-0.0004046 cubm/ Unit Net Weight-0.05 kg/ Unit Gross Weight-0.064 kg/ Parameter Level-3;7416.47;3;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1130723;99
1131196;Серверное оборудование;Дисковые контроллеры;INTEL;RES2CV360918935;SERVER RAID EXPANDER BOARD RES2CV360 918935 INTEL;Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-18 cm,Shipping Box Depth-24.5 cm,Shipping Box Height-4.8 cm,Shipping Box Weight-0.342 kg/ Unit Brutto Volume-0.002117 cubm/ Unit Net Weight-0.28 kg/ Unit Gross Weight-0.342 kg/ Parameter Level-3;25957.66;2;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1131196;99
1131371;Серверное оборудование;Дисковые контроллеры;INTEL;AXXRSBBU9919738;SERVER ACC RAID BATTERY SMART AXXRSBBU9 919738 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-26 cm,Shipping Box Depth-40.5 cm,Shipping Box Height-31 cm,Shipping Box Weight-2.72 kg/ Unit Brutto Volume-0.006529 cubm/ Unit Net Weight-0.43 kg/ Unit Gross Weight-0.544 kg/ Parameter Level-3;11555.13;звонить;1;12 месяцев;https://ecom.elko.ru/Catalog/Product/1131371;99
1132813;Серверное оборудование;Дисковые контроллеры;LSI LOGIC;LSI00328;RAID CARD SAS/SATA PCIE 1GB 9271-4I LSI00328 SGL LSI;Interface:SATA-Yes,SAS-Yes/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-15.5 cm,Shipping Box Depth-27 cm,Shipping Box Height-4.5 cm,Shipping Box Weight-0.3 kg/ Unit Brutto Volume-0.001883 cubm/ Unit Net Weight-0.25 kg/ Unit Gross Weight-0.3 kg/ Parameter Level-3;28010.43;> 40;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1132813;99
1132814;Серверное оборудование;Дисковые контроллеры;LSI LOGIC;LSI00329;RAID CARD SAS/SATA PCIE 1GB 9271-4I LSI00329 KIT LSI;Interface:SATA-Yes,SAS-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-22 cm,Shipping Box Depth-34.5 cm,Shipping Box Height-30 cm,Shipping Box Weight-3 kg/ Unit Brutto Volume-0.004554 cubm/ Unit Net Weight-0.52 kg/ Unit Gross Weight-0.6 kg/ Parameter Level-3;29334.80;6;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1132814;99
1132815;Серверное оборудование;Дисковые контроллеры;LSI LOGIC;LSI00330;RAID CARD SAS/SATA PCIE 1GB 9271-8I LSI00330 SGL LSI;Interface:SATA-Yes,SAS-Yes/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-4.5 cm,Shipping Box Depth-27 cm,Shipping Box Height-15 cm,Shipping Box Weight-0.356 kg/ Unit Brutto Volume-0.001823 cubm/ Unit Net Weight-0.25 kg/ Unit Gross Weight-0.356 kg/ Parameter Level-3;37082.36;9;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1132815;99
1134151;Серверное оборудование;Дисковые контроллеры;INTEL;AXXRPFKSSD2919499;SERVER ACC UPGRADE KEY /RAID 6G AXXRPFKSSD2 919499 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-17 cm,Shipping Box Depth-27 cm,Shipping Box Height-21 cm,Shipping Box Weight-0.888 kg/ Unit Brutto Volume-0.001928 cubm/ Unit Net Weight-0.1 kg/ Unit Gross Weight-0.178 kg/ Parameter Level-3;15726.89;3;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1134151;99
1135697;Серверное оборудование;Дисковые контроллеры;INTEL;RS2VB040911498;SERVER RAID CONTROLLER RS2VB040 911498 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-24 cm,Shipping Box Weight-2.801 kg/ Unit Brutto Volume-0.002266 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.56 kg/ Parameter Level-3;44565.06;2;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1135697;99
1135698;Серверное оборудование;Дисковые контроллеры;INTEL;RS2VB080911120;SERVER RAID CONTROLLER RS2VB080 911120 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-15.5 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-24.5 cm,Shipping Box Weight-3.226 kg/ Unit Brutto Volume-0.002241 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.645 kg/ Parameter Level-3;50922.03;3;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1135698;99
1139115;Серверное оборудование;Дисковые контроллеры;INTEL;RMS25CB040924872;SERVER ACC RAID MODULE SAS 4P RMS25CB040 924872 INTEL;Built-in Memory-1024 MB/ Interface:SAS-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-24 cm,Shipping Box Depth-25 cm,Shipping Box Height-16.5 cm,Shipping Box Weight-1.328 kg/ Unit Brutto Volume-0.00198 cubm/ Unit Net Weight-0.22 kg/ Unit Gross Weight-0.266 kg/ Parameter Level-3;24699.50;> 10;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1139115;99
1140363;Серверное оборудование;Дисковые контроллеры;INTEL;RMT3CB080924873;SERVER ACC RAID MODULE SATA 8P RMT3CB080 924873 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-24 cm,Shipping Box Depth-25 cm,Shipping Box Height-16.5 cm,Shipping Box Weight-1.355 kg/ Unit Brutto Volume-0.00198 cubm/ Unit Net Weight-0.23 kg/ Unit Gross Weight-0.271 kg/ Parameter Level-3;28076.64;1;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1140363;99
1137919;Серверное оборудование;Дисковые контроллеры;INTEL;RMS25PB080924868;SERVER ACC RAID MOD. SAS/SATA RMS25PB080 924868 INTEL;Interface:SATA-Yes,SAS-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-17 cm,Shipping Box Depth-19 cm,Shipping Box Height-16 cm,Shipping Box Weight-1.369 kg/ Unit Brutto Volume-0.001034 cubm/ Unit Net Weight-0.2 kg/ Unit Gross Weight-0.274 kg/ Parameter Level-3;36618.83;1;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1137919;99
1138721;Серверное оборудование;Дисковые контроллеры;INTEL;RMS25CB080924871;SERVER ACC RAID MOD. SAS 8P RMS25CB080 924871 INTEL;Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-24.5 cm,Shipping Box Depth-24.5 cm,Shipping Box Height-16.5 cm,Shipping Box Weight-1.382 kg/ Unit Brutto Volume-0.001981 cubm/ Unit Net Weight-0.2 kg/ Unit Gross Weight-0.276 kg/ Parameter Level-3;31520.01;1;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1138721;99
1145601;Серверное оборудование;Дисковые контроллеры;INTEL;RS3UC080928218;SERVER RAID CONTROLLER RS3UC080 928218 INTEL;Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-24 cm,Shipping Box Weight-1.7 kg/ Unit Brutto Volume-0.002266 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.34 kg/ Parameter Level-3;16091.09;2;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1145601;99
1145596;Серверное оборудование;Дисковые контроллеры;INTEL;RS3DC040928222;SERVER RAID CONTROLLER RS3DC040 928222 INTEL;Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-24.5 cm,Shipping Box Weight-1.62 kg/ Unit Brutto Volume-0.002313 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.324 kg/ Parameter Level-3;32579.51;1;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1145596;99
1145597;Серверное оборудование;Дисковые контроллеры;INTEL;RS3DC080928221;SERVER RAID CONTROLLER RS3DC080 928221 INTEL;Data transfer rate-12 Gbps/ Number of ports-8/ Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-25 cm,Shipping Box Weight-1.7 kg/ Unit Brutto Volume-0.00236 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.34 kg/ Parameter Level-3;48935.47;10;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1145597;99
1145598;Серверное оборудование;Дисковые контроллеры;INTEL;RS3FC044928219;SERVER RAID CONTROLLER RS3FC044 928219 INTEL;Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-15.5 cm,Shipping Box Depth-30 cm,Shipping Box Height-24 cm,Shipping Box Weight-1.66 kg/ Unit Brutto Volume-0.002232 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.332 kg/ Parameter Level-3;22116.98;2;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1145598;99
1145599;Серверное оборудование;Дисковые контроллеры;INTEL;RS3GC008928220;SERVER RAID CONTROLLER RS3GC008 928220 INTEL;Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-24 cm,Shipping Box Depth-29 cm,Shipping Box Height-16 cm,Shipping Box Weight-1.7 kg/ Unit Brutto Volume-0.002227 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.34 kg/ Parameter Level-3;28672.61;2;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1145599;99
1151361;Серверное оборудование;Дисковые контроллеры;INTEL;RMS25JB040924453;SERVER ACC RAID MOD. SAS/SATA RMS25JB040 924453 INTEL;Data transfer rate-6 Gbps/ Interface:PCIE-Yes/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-4.5 cm,Shipping Box Depth-23 cm,Shipping Box Height-15 cm,Shipping Box Weight-0.2 kg/ Unit Brutto Volume-0.001553 cubm/ Unit Net Weight-0.2 kg/ Unit Gross Weight-0.2 kg/ Parameter Level-3;7880.01;4;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1151361;99
1150018;Серверное оборудование;Дисковые контроллеры;INTEL;RS3WC080928215;SERVER RAID CONTROLLER RS3WC080 928215 INTEL;Data transfer rate-12 Gbps/ Number of ports-8/ Interface:SATA-Yes,SAS-Yes,PCIE-Yes/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-16 cm,Shipping Box Depth-29.5 cm,Shipping Box Height-25 cm,Shipping Box Weight-1.62 kg/ Unit Brutto Volume-0.00236 cubm/ Unit Net Weight-0.28 kg/ Unit Gross Weight-0.324 kg/ Parameter Level-3;23573.79;5;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1150018;99
1152563;Серверное оборудование;Дисковые контроллеры;SUPERMICRO;AOC-S2308L-L8I;SERVER ACC RAID CARD SAS 6GB/S 8P AOC-S2308L-L8I SUPERMICRO;Number of ports-8/ Interface:PCIE-Yes/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-20 cm,Shipping Box Depth-26 cm,Shipping Box Height-7 cm,Shipping Box Weight-0.308 kg/ Unit Brutto Volume-0.00364 cubm/ Unit Net Weight-0.25 kg/ Unit Gross Weight-0.308 kg/ Parameter Level-3;11853.11;звонить;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1152563;99
1130218;Серверное оборудование;Жесткие диски Enterprise SAS;WD;WD3001FYYG;HDD SAS 3TB 7200RPM 6GB/S 32MB WD3001FYYG WDC;"HDD Family name-RE SAS/ Capacity-3 TB/ HDD Capacity-3TB/ Interface:SAS-Yes/ Buffer memory size-32 MB/ Rotation speed-7200 rpm/ Form Factor-3,5""/ Pallet quantity-800/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-27 cm,Shipping Box Depth-49 cm,Shipping Box Height-21.5 cm,Shipping Box Weight-16.06 kg/ Unit Brutto Volume-0.001422 cubm/ Unit Net Weight-0.73 kg/ Unit Gross Weight-0.803 kg/ Parameter Level-3";12018.66;звонить;3;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1130218;1.3
1127980;Серверное оборудование;Жесткие диски Enterprise SAS;HGST;0B26011;"HDD SAS2.5"" 300GB 10000RPM 64MB C10K900 0B26011 HGST";"HDD Family name-Ultrastar C10K900/ Capacity-300 GB/ HDD Capacity-300GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Bytes per Sector-600 Bytes/sector/ Form Factor-2,5""/ MTBF-2e+006 hours/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-28 cm,Shipping Box Depth-31 cm,Shipping Box Height-20 cm,Shipping Box Weight-4.8 kg/ Unit Brutto Volume-0.000868 cubm/ Unit Net Weight-0.204 kg/ Unit Gross Weight-0.24 kg/ Parameter Level-3";8409.75;> 40;> 10;60 месяцев;https://ecom.elko.ru/Catalog/Product/1127980;1.3
1127984;Серверное оборудование;Жесткие диски Enterprise SAS;HGST;0B26014;"HDD SAS2.5"" 900GB 10000RPM 64MB C10K900 0B26014 HGST";"HDD Family name-Ultrastar C10K900/ Capacity-900 GB/ HDD Capacity-900GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Bytes per Sector-600 Bytes/sector/ Form Factor-2,5""/ MTBF-2e+006 hours/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-27 cm,Shipping Box Depth-32 cm,Shipping Box Height-21 cm,Shipping Box Weight-4.912 kg/ Unit Brutto Volume-0.0009072 cubm/ Unit Net Weight-0.204 kg/ Unit Gross Weight-0.246 kg/ Parameter Level-3";18806.05;> 100;> 10;60 месяцев;https://ecom.elko.ru/Catalog/Product/1127984;1.3
1107037;Серверное оборудование;Жесткие диски Enterprise SAS;HGST;0B23661;HDD SAS 300GB 15000RPM 64MB 15K600 0B23661 HGST;"HDD Family name-Ultrastar 15K600/ Capacity-300 GB/ HDD Capacity-300GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-15000 rpm/ Bytes per Sector-512 Bytes/sector/ Discs/Heads-2/4/ Average Seek-3.4 ms/ Form Factor-3,5""/ Pallet quantity-720/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-47.5 cm,Shipping Box Depth-32.5 cm,Shipping Box Height-25 cm,Shipping Box Weight-15.6 kg/ Unit Brutto Volume-0.00193 cubm/ Unit Net Weight-0.75 kg/ Unit Gross Weight-0.78 kg/ Parameter Level-3";9138.15;> 100;звонить;60 месяцев;https://ecom.elko.ru/Catalog/Product/1107037;1.3
1101523;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST3300657SS;HDD SAS 300GB 15000RPM ST3300657SS SEAGATE;"HDD Family name-Cheetah 15K.7/ Capacity-300 GB/ HDD Capacity-300GB/ Interface:SAS-Yes/ Buffer memory size-16 MB/ Rotation speed-15000 rpm/ Bytes per Sector-512 Bytes/sector/ Discs/Heads-2/4/ Form Factor-3,5""/ MTBF-1.6e+006 hours/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30.5 cm,Shipping Box Depth-50 cm,Shipping Box Height-21.5 cm,Shipping Box Weight-15.15 kg/ Unit Brutto Volume-0.001639 cubm/ Unit Net Weight-0.671 kg/ Unit Gross Weight-0.758 kg/ Parameter Level-3";10363.19;> 10;> 10;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1101523;1.3
1101525;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST3600057SS;HDD SAS 600GB 15000RPM ST3600057SS SEAGATE;"HDD Family name-Cheetah 15K.7/ Capacity-600 GB/ HDD Capacity-600GB/ Interface:SAS-Yes/ Buffer memory size-16 MB/ Rotation speed-15000 rpm/ Bytes per Sector-512 Bytes/sector/ Discs/Heads-4/8/ Form Factor-3,5""/ MTBF-1.6e+006 hours/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30 cm,Shipping Box Depth-49.5 cm,Shipping Box Height-21 cm,Shipping Box Weight-15.55 kg/ Unit Brutto Volume-0.00155 cubm/ Unit Net Weight-0.671 kg/ Unit Gross Weight-0.777 kg/ Parameter Level-3";16753.29;звонить;звонить;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1101525;1.3
1137785;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST1000NM0023;HDD SAS 1TB 7200RPM 6GB/S 128MB ST1000NM0023 SEAGATE;"HDD Family name-Constellation ES.3/ Capacity-1 TB/ HDD Capacity-1TB/ Interface:SAS-Yes/ Buffer memory size-128 MB/ Rotation speed-7200 rpm/ Bytes per Sector-512 Bytes/sector/ Average Seek-4.16 ms/ Form Factor-3,5""/ MTBF-1.4e+006 hours/ Pallet quantity-800/ Shipping boxes-on-pallet quantity-40/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30 cm,Shipping Box Depth-50 cm,Shipping Box Height-21 cm,Shipping Box Weight-13.65 kg/ Unit Brutto Volume-0.001575 cubm/ Unit Net Weight-0.605 kg/ Unit Gross Weight-0.683 kg/ Parameter Level-3";6092.10;> 100;3;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1137785;1.3
1141097;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST300MM0006;"HDD SAS2.5"" 300GB 10000RPM ST300MM0006 SEAGATE";"HDD Family name-Savvio/ HDD Capacity-300GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Discs/Heads-1/2/ Drive thickness-15mm/ Form Factor-2,5""/ Pallet quantity-1500/ Shipping boxes-on-pallet quantity-50/ Shipping box quantity-30/ Unit Brutto Volume-0.0008316 cubm/ Unit Net Weight-0.217 kg/ Unit Gross Weight-0.257 kg/ Parameter Level-2";8509.08;> 40;10;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1141097;1.3
1141103;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST600MM0006;"HDD SAS2.5"" 600GB 10000RPM ST600MM0006 SEAGATE";"HDD Family name-Savvio/ HDD Capacity-600GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Discs/Heads-2/4/ Drive thickness-15mm/ Form Factor-2,5""/ Pallet quantity-1500/ Shipping boxes-on-pallet quantity-50/ Shipping box quantity-30/ Unit Brutto Volume-0.0008316 cubm/ Unit Net Weight-0.221 kg/ Unit Gross Weight-0.262 kg/ Parameter Level-2";14104.55;> 100;9;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1141103;1.3
1141108;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST900MM0006;"HDD SAS2.5"" 900GB 10000RPM ST900MM0006 SEAGATE";"HDD Family name-Savvio/ HDD Capacity-900GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Discs/Heads-3/6/ Drive thickness-15mm/ Form Factor-2,5""/ Pallet quantity-1500/ Shipping boxes-on-pallet quantity-50/ Shipping box quantity-30/ Unit Brutto Volume-0.0008585 cubm/ Unit Net Weight-0.212 kg/ Unit Gross Weight-0.253 kg/ Parameter Level-2";20395.30;> 100;4;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1141108;1.3
1151248;Серверное оборудование;Жесткие диски Enterprise SAS;SEAGATE;ST1200MM0017;"HDD SAS2.5"" 1.2TB 10000RPM ST1200MM0017 SEAGATE";"HDD Family name-Savvio/ HDD Capacity-1.2TB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Discs/Heads-4/8/ Drive thickness-15mm/ Form Factor-2,5""/ Pallet quantity-1500/ Shipping boxes-on-pallet quantity-50/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-21 cm,Shipping Box Depth-43 cm,Shipping Box Height-29 cm,Shipping Box Weight-8.2 kg/ Unit Brutto Volume-0.0008729 cubm/ Unit Net Weight-0.204 kg/ Unit Gross Weight-0.273 kg/ Parameter Level-3";27480.68;> 100;> 10;60 месяцев ограниченная;https://ecom.elko.ru/Catalog/Product/1151248;1.3
1154483;Серверное оборудование;Жесткие диски Enterprise SAS;HGST;0B30358;"HDD SAS2.5"" 300GB 15000RPM 128MB C15K600 0B30358 HGST";"HDD Family name-Ultrastar C15K600/ HDD Capacity-300GB/ Interface:SAS-Yes/ Buffer memory size-128 MB/ Rotation speed-15000 rpm/ Bytes per Sector-512 Bytes/sector/ Discs/Heads-2/3/ Drive thickness-15mm/ Form Factor-2,5""/ MTBF-2e+006 hours/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-28 cm,Shipping Box Depth-32.5 cm,Shipping Box Height-20.5 cm,Shipping Box Weight-4.82 kg/ Unit Brutto Volume-0.0009328 cubm/ Unit Net Weight-0.219 kg/ Unit Gross Weight-0.241 kg/ Parameter Level-3";12978.82;> 10;1;60 месяцев;https://ecom.elko.ru/Catalog/Product/1154483;1.3
1154484;Серверное оборудование;Жесткие диски Enterprise SAS;HGST;0B30356;"HDD SAS2.5"" 600GB 15000RPM 128MB C15K600 0B30356 HGST";"HDD Family name-Ultrastar C15K600/ HDD Capacity-600GB/ Interface:SAS-Yes/ Buffer memory size-128 MB/ Rotation speed-15000 rpm/ Bytes per Sector-512 Bytes/sector/ Discs/Heads-3/6/ Drive thickness-15mm/ Form Factor-2,5""/ MTBF-2e+006 hours/ Shipping box quantity-18/ Shipping/Package Box Dimensions:Shipping Box Width-27 cm,Shipping Box Depth-33 cm,Shipping Box Height-20 cm,Shipping Box Weight-4.46 kg/ Unit Brutto Volume-0.00099 cubm/ Unit Net Weight-0.219 kg/ Unit Gross Weight-0.248 kg/ Parameter Level-3";20925.05;> 40;1;60 месяцев;https://ecom.elko.ru/Catalog/Product/1154484;1.3
1157169;Серверное оборудование;Жесткие диски Enterprise SAS;TOSHIBA;AL13SEB600;"HDD SAS2.5"" 600GB 10000RPM 64MB AL13SEB600 TOSHIBA";"HDD Capacity-600GB/ Interface:SAS-Yes/ Buffer memory size-64 MB/ Rotation speed-10000 rpm/ Bytes per Sector-512 Bytes/sector/ Average Seek-3.7 ms/ Drive thickness-15mm/ Form Factor-2,5""/ MTBF-2e+006 hours/ Shipping box quantity-40/ Shipping/Package Box Dimensions:Shipping Box Width-19 cm,Shipping Box Depth-50 cm,Shipping Box Height-31 cm,Shipping Box Weight-9.4 kg/ Unit Brutto Volume-0.0007363 cubm/ Unit Net Weight-0.2 kg/ Unit Gross Weight-0.235 kg/ Parameter Level-3";12680.84;звонить;5;60 месяцев;https://ecom.elko.ru/Catalog/Product/1157169;1.3
